book_id,title,subtitle,authors,publisher,published_date,description,page_count,categories,average_rating,ratings_count,language,preview_link,info_link,isbn_13,isbn_10,list_price,currency,buyable,search_category,thumbnail
8mrQDQAAQBAJ,"Business Intelligence, Analytics, and Data Science",A Managerial Perspective,"Ramesh Sharda, Dursun Delen, Efraim Turban",Pearson,2016-12-12,"This is the eBook of the printed book and may not include any media, website access codes, or print supplements that may come packaged with the bound book. For courses on Business Intelligence or Decision Support Systems. A managerial approach to understanding business intelligence systems. To help future managers use and understand analytics, Business Intelligence provides students with a solid foundation of BI that is reinforced with hands-on practice.",515.0,Business & Economics,,0,en,http://books.google.com/books?id=8mrQDQAAQBAJ&dq=data+science&hl=&cd=131&source=gbs_api,http://books.google.com/books?id=8mrQDQAAQBAJ&dq=data+science&hl=&source=gbs_api,9780134635316.0,0134635310,,,False,data science,http://books.google.com/books/content?id=8mrQDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
h_UtzwEACAAJ,Python Data Science Handbook,Essential Tools for Working with Data,Jake VanderPlas,O'Reilly Media,2023-01-17,"Python is a first-class tool for many researchers, primarily because of its libraries for storing, manipulating, and gaining insight from data. Several resources exist for individual pieces of this data science stack, but only with the new edition of Python Data Science Handbook do you get them all--IPython, NumPy, pandas, Matplotlib, scikit-learn, and other related tools. Working scientists and data crunchers familiar with reading and writing Python code will find the second edition of this comprehensive desk reference ideal for tackling day-to-day issues: manipulating, transforming, and cleaning data; visualizing different types of data; and using data to build statistical or machine learning models. Quite simply, this is the must-have reference for scientific computing in Python. With this handbook, you'll learn how: IPython and Jupyter provide computational environments for scientists using Python NumPy includes the ndarray for efficient storage and manipulation of dense data arrays Pandas contains the DataFrame for efficient storage and manipulation of labeled/columnar data Matplotlib includes capabilities for a flexible range of data visualizations Scikit-learn helps you build efficient and clean Python implementations of the most important and established machine learning algorithms",550.0,,,0,en,http://books.google.com/books?id=h_UtzwEACAAJ&dq=data+science&hl=&cd=132&source=gbs_api,http://books.google.com/books?id=h_UtzwEACAAJ&dq=data+science&hl=&source=gbs_api,9781098121228.0,1098121228,,,False,data science,http://books.google.com/books/content?id=h_UtzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
38s0AwAAQBAJ,The Routledge Companion to the Future of Marketing,,"Luiz Moutinho, Enrique Bigné, Ajay K. Manrai",Routledge,2014-01-10,"The Routledge Companion to the Future of Marketing provides the reader with a comprehensive and original set of visionary insights into the future of marketing. This prestigious collection aims to challenge the mindset of academics, moving their thinking processes from current thinking into new perspectives and advances in marketing knowledge. Selected Contents: Part 1: New Paradigms and Philosophical Insights Part 2: Contributions from other Scientific Fields Part 3: Reconnecting with Consumers and Markets Part 4: New Methodological Insights in Scholarly Research in the Field",506.0,Business & Economics,,0,en,http://books.google.com/books?id=38s0AwAAQBAJ&pg=PA383&dq=data+science&hl=&cd=133&source=gbs_api,http://books.google.com/books?id=38s0AwAAQBAJ&dq=data+science&hl=&source=gbs_api,9781136242861.0,1136242864,,,False,data science,http://books.google.com/books/content?id=38s0AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
ON8IEAAAQBAJ,Data Science for Financial Econometrics,,"Nguyen Ngoc Thach, Vladik Kreinovich, Nguyen Duc Trung",Springer Nature,2020-11-13,"This book offers an overview of state-of-the-art econometric techniques, with a special emphasis on financial econometrics. There is a major need for such techniques, since the traditional way of designing mathematical models – based on researchers’ insights – can no longer keep pace with the ever-increasing data flow. To catch up, many application areas have begun relying on data science, i.e., on techniques for extracting models from data, such as data mining, machine learning, and innovative statistics. In terms of capitalizing on data science, many application areas are way ahead of economics. To close this gap, the book provides examples of how data science techniques can be used in economics. Corresponding techniques range from almost traditional statistics to promising novel ideas such as quantum econometrics. Given its scope, the book will appeal to students and researchers interested in state-of-the-art developments, and to practitioners interested in using data science techniques.",622.0,Computers,,0,en,http://books.google.com/books?id=ON8IEAAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=134&source=gbs_api,https://play.google.com/store/books/details?id=ON8IEAAAQBAJ&source=gbs_api,9783030488536.0,3030488535,209.0,USD,False,data science,http://books.google.com/books/content?id=ON8IEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
QVs9zAEACAAJ,"The Fundamentals of Data Science: Big Data, Deep Learning, and Machine Learning: What You Need to Know about Data Science and why it Matters",,Vlad Sozonov,Vinco Publishing,2019-11-21,"Data science is no easy term to define. While there are many definitions available that point out its statistical or logical aspects, others focus on its machine learning impacts. Today only, get this Amazon book for just $19.99 for a limited time. Regularly priced at $35.99. The truth is, data science is a process that requires an understanding of multiple fields, methods, techniques, and more. Data science cannot be easily labeled because, when applied, it looks different to each person, business, or organization utilizing it. While the term may not be easy to define, what it is used for, can be used for, and approaches to it can be more easily understood. And that is precisely what this book aims to do. Scroll Up & Click to Buy Now! Here Is A Preview Of What You'll Discover...In this step-by-step book: This book will not only thoroughly go over all the skills, people, and steps involved in data science, it will also look closely at: ● What big data is and how data science came from it. ● How data has evolved, resulting in new methods for understanding it. ● How data science influenced artificial intelligence. ● How data science is used in machine learning and deep learning. ● How data science revolutionizes the way we train machines and set up neural networks. Data science, big data, machine learning, and deep learning tend to intimidate people. Many believe it is too complicated or technology-centered for them to break into these fields. This book is designed to simplify these complex areas in a way that anyone can understand the fundamentals. Whether you are just hearing about data science, are a student studying it in college, or looking to expand your career, this book has something to offer every type of data enthusiast. Order your copy today! Take action right away by purchase this book ""The Fundamentals of Data Science: Big Data, Deep Learning, and Machine Learning: What you need to know about data science and why it matters."", for a limited time discount of only $19.99! Hurry Up!! Tags: ● data science quick ● data science strategy ● data science trading ● data science journal ● insight data science ● data science salary ● data science jobs ● data science espanol ● data science case study ● data science beginner guide",118.0,Computers,,0,en,http://books.google.com/books?id=QVs9zAEACAAJ&dq=data+science&hl=&cd=136&source=gbs_api,http://books.google.com/books?id=QVs9zAEACAAJ&dq=data+science&hl=&source=gbs_api,9781950766857.0,1950766853,,,False,data science,http://books.google.com/books/content?id=QVs9zAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
3jCxzgEACAAJ,The Essence of Data Science,A Demystifying Guide for Decision Makers and Aspiring Data Scientists,S S Prasad,Independently Published,2021-10-12,"Data Science field is growing exponentially and shaping our world. Data Science elevated to a distinct professional specialization around the year 2010. Data Science uses both 'Data' and 'Science' in creative ways to generate valuable insights for solving real world problems. Data Science is interdisciplinary and multifaceted. The scale and scope of Data Science Projects get expanded by the diversity of perspectives. There is no widely accepted boundary of Data Science. Even the traditional solution approach which involves selecting first the problem and then finding the data required for solving the problem, may get reversed by giving exploratory look at the data first and then picking up promising threads for further analysis. Data Science involves extensive data handling starting from finding the data, processing, visualizing and writing a narrative to extract meaningful insights . Pursuit of Data Science, therefore, needs sound understanding of scientific and technical aspects and soft skills besides domain knowledge. A series of books with simple, comprehensive and multifaceted coverage is much needed educational tool to become better at data-driven decisions . This first book in the Series On Understanding Data Science (SOUNDS) is aimed at Decision-makers at one end of the spectrum and those aspiring to enter the territory of Data Science at the other. It is also intended as a ""Handy Book"" (in contrast to a 'Handbook') for Data Science Practitioners.",80.0,,,0,en,http://books.google.com/books?id=3jCxzgEACAAJ&dq=data+science&hl=&cd=137&source=gbs_api,http://books.google.com/books?id=3jCxzgEACAAJ&dq=data+science&hl=&source=gbs_api,9798494986474.0,,,,False,data science,http://books.google.com/books/content?id=3jCxzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2YuJzQEACAAJ,Becoming a Data Head,"How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning","Alex J. Gutman, Jordan Goldmeier",Wiley,2021-05-11,"Data and analytics trends are moving faster than our ability to define and articulate the opportunities (and problems) they create. Blink, and you'll miss one: Big Data, Data Science, Machine Learning, and now Artificial Intelligence. Businesses are left scrambling, often spending their time navigating hype instead of solving real problems. Becoming a Data Head: How to Think, Speak, and Understand Data cuts through the noise and break down the challenges and opportunities of data and analytics, making it accessible and useable. No hype. No unnecessary anecdotes. Readers have heard those stories; they want something deeper but not too technical. Becoming a Data Head is organized into 4 major sections: • Before the Analysts Speaks -- understanding the prework required to work with analysts while also identifying your own personal biases that could affect how you interpret results • An Analysts Walks into the Boardroom -- This section will teach you how to ""argue"" with the data. This is not to diminish or second-guess the analyst's work; it's to confirm for you, the decision maker (the Data Head), that quality checks were performed • A Peek into the Data Analyst's Toolbox -- a gentle dive into several of the technical aspects of data analytics while creating an intuitive understanding of regression, classification, time series, deep learning, and text analytics. • After the Analysts Speaks -- After the analysis complete, what happens next? This section will discuss how to operationalize results while also outlining potential pitfalls and risks.",288.0,Computers,,0,en,http://books.google.com/books?id=2YuJzQEACAAJ&dq=data+science&hl=&cd=138&source=gbs_api,http://books.google.com/books?id=2YuJzQEACAAJ&dq=data+science&hl=&source=gbs_api,9781119741749.0,1119741742,,,False,data science,http://books.google.com/books/content?id=2YuJzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
LVlVEQAAQBAJ,LLCs & International Trade: Exporting & Importing Your Products,,Margarito Ford,David Merrick,2025-04-12,"Imagine a world where your products reach customers across the globe, expanding your market and boosting your profits. This is the exciting realm of international trade, and with the right tools and knowledge, it's a journey within reach for any ambitious entrepreneur. This book serves as your comprehensive guide to navigating the intricacies of international trade, specifically tailored for the savvy LLC owner. Dive deep into the world of exporting and importing, understanding the legal framework, compliance requirements, and practical strategies for success. Discover the advantages of an LLC structure in international trade, how to mitigate risks, and leverage strategic partnerships to unlock new markets. From navigating customs regulations to managing logistics and financing, this book provides clear and actionable insights to empower you to confidently conquer the global marketplace. This isn't just a theoretical textbook; it's a practical roadmap for turning your international trade ambitions into reality. Packed with real-world examples, actionable tips, and step-by-step instructions, this book equips you to make informed decisions, optimize your operations, and achieve sustainable growth in the international arena. Prepare to unlock the global potential of your business and embark on an exciting journey of international expansion.",168.0,Business & Economics,,0,en,http://books.google.com/books?id=LVlVEQAAQBAJ&pg=PT142&dq=data+science&hl=&cd=139&source=gbs_api,https://play.google.com/store/books/details?id=LVlVEQAAQBAJ&source=gbs_api,,,3.76,USD,True,data science,http://books.google.com/books/content?id=LVlVEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
lFb8EAAAQBAJ,Revenue Administration Handbook,,"Raúl Félix Junquera-Varela, Cristian Óliver Lucas-Mas",World Bank Publications,2024-03-20,"Revenue Administration Handbook provides a comprehensive overview of the structure and management of tax and customs administrations, covering topics such as tax policy design considerations that impact tax administration, institutional setup and strategic planning, analyticalcapacities and maturity models, core business processes, and tax sanctions. It also presents pioneering work in the field of digital transformation and how to build data science capabilities, including a roadmap for policy makers and tax officials on how to incorporate and manage disruptive technologies, such as machine learning, into building modern revenue administrations while taking into account their respective maturity levels. This practical manual provides examples from real-life World Bank projects so that policy makers, tax officials, information technology experts, and information and communication technology providers can better understand the needs of revenue administrations to design and implement the most appropriate technology solutions. This reference work is intended to serve as a tool to facilitate the progress and modernization of tax and customs administrations worldwide, and to reach not only tax experts and policy makers, but also other government officials, businesses and academic communities, as well as the larger public, since all are relevant stakeholders with an active role in day-to-day revenue administration operations. ------------------------- “This is a very timely and useful reference for tax practitioners and stakeholders, coming at a time when tax administrators continue to grapple with the challenge of how to accelerate the modernization of technology systems to remain effective in a rapidly advancing and technologydriven business environment.†? MOSES WASIKE, Senior financial management specialist, World Bank “This is an impressive piece of work that pulls together many different strains on tax administration.†? JEFFREY OWENS, Director, Global Tax Policy Center, Vienna University “Applying several technologies discussed in this handbook in an innovative manner will definitely help leapfrog countries to pursue a digital transformation agenda, especially in the areas of efficiency, productivity, and citizen satisfaction.†?",493.0,Business & Economics,,0,en,http://books.google.com/books?id=lFb8EAAAQBAJ&pg=PT341&dq=data+science&hl=&cd=140&source=gbs_api,https://play.google.com/store/books/details?id=lFb8EAAAQBAJ&source=gbs_api,9781464820540.0,1464820546,49.99,USD,True,data science,http://books.google.com/books/content?id=lFb8EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
fXSf0QEACAAJ,Introduction to Data Science,"A Python Approach to Concepts, Techniques and Applications","Laura Igual, Santi Seguí",,2024,"This textbook presents an introduction to the fundamentals of the interdisciplinary field of data science. The coverage spans key concepts from statistics, machine/deep learning and responsible data science, useful techniques for network analysis and natural language processing, and practical applications of data science such as recommender systems or sentiment analysis. Topics and features: Provides numerous practical case studies using real-world data throughout the book Supports understanding through hands-on experience of solving data science problems using Python Describes concepts, techniques and tools for statistical analysis, machine learning, graph analysis, natural language processing, deep learning and responsible data science Reviews a range of applications of data science, including recommender systems and sentiment analysis of text data Provides supplementary code resources and data at an associated website This practically-focused textbook provides an ideal introduction to the field for upper-tier undergraduate and beginning graduate students from computer science, mathematics, statistics, and other technical disciplines. The work is also eminently suitable for professionals on continuous education short courses, and to researchers following self-study courses. Dr. Laura Igual is an Associate Professor at the Departament de Matemàtiques i Informàtica, Universitat de Barcelona, Spain. Dr. Santi Seguí is an Associate Professor at the same institution. The authors wish to mention that some chapters were co-written by Jordi Vitrià, Eloi Puertas, Petia Radeva, Oriol Pujol, Sergio Escalera.",0.0,,,0,en,http://books.google.com/books?id=fXSf0QEACAAJ&dq=data+science&hl=&cd=161&source=gbs_api,http://books.google.com/books?id=fXSf0QEACAAJ&dq=data+science&hl=&source=gbs_api,9783031489570.0,3031489578,,,False,data science,
pcdAEAAAQBAJ,Data Science,Measuring Uncertainties,"Carlos Alberto De Bragança Pereira, Adriano Polpo, Agatha Rodrigues",MDPI,2021-09-02,"With the increase in data processing and storage capacity, a large amount of data is available. Data without analysis does not have much value. Thus, the demand for data analysis is increasing daily, and the consequence is the appearance of a large number of jobs and published articles. Data science has emerged as a multidisciplinary field to support data-driven activities, integrating and developing ideas, methods, and processes to extract information from data. This includes methods built from different knowledge areas: Statistics, Computer Science, Mathematics, Physics, Information Science, and Engineering. This mixture of areas has given rise to what we call Data Science. New solutions to the new problems are reproducing rapidly to generate large volumes of data. Current and future challenges require greater care in creating new solutions that satisfy the rationality for each type of problem. Labels such as Big Data, Data Science, Machine Learning, Statistical Learning, and Artificial Intelligence are demanding more sophistication in the foundations and how they are being applied. This point highlights the importance of building the foundations of Data Science. This book is dedicated to solutions and discussions of measuring uncertainties in data analysis problems.",256.0,Technology & Engineering,,0,en,http://books.google.com/books?id=pcdAEAAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=162&source=gbs_api,http://books.google.com/books?id=pcdAEAAAQBAJ&dq=data+science&hl=&source=gbs_api,9783036507927.0,3036507922,,,False,data science,http://books.google.com/books/content?id=pcdAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9re6vAEACAAJ,Heard in Data Science Interviews,Over 650 Most Commonly Asked Interview Questions and Answers,Kal Mishra,Createspace Independent Publishing Platform,2018-10-03,"A collection of over 650 actual Data Scientist/Machine Learning Engineer job interview questions along with their full answers, references, and useful tips",240.0,,,0,en,http://books.google.com/books?id=9re6vAEACAAJ&dq=data+science&hl=&cd=163&source=gbs_api,http://books.google.com/books?id=9re6vAEACAAJ&dq=data+science&hl=&source=gbs_api,9781727287325.0,1727287320,,,False,data science,http://books.google.com/books/content?id=9re6vAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
LPcJEQAAQBAJ,Data Science: Exploring Future Trends,,Mrs. Ch. V. Naga Sowjanya,Academic Guru Publishing House,2024-04-04,"﻿""Data Science: Exploring Future Trends"" is a forward-thinking look at the constantly changing area of data science and its future directions. This book, written by specialists in the field, provides a thorough overview of the developing trends, cutting-edge technology, and transformational applications that are driving the future of data science. ""Data Science: Exploring Future Trends"" guides readers through the ever-changing data science ecosystem. This book covers a broad variety of issues at the vanguard of data science innovation, including the fundamental concepts of artificial intelligence and machine learning, the transformative possibilities of quantum computing, and the ethical implications surrounding data-driven decision-making. Readers will understand the key trends shaping data science, including automation and AutoML, explainable AI and interpretability, data science's integration with healthcare, finance, and environmental sustainability, and edge computing and IoT integration's transformative impact. Whether you're a seasoned data scientist looking to stay ahead of the curve, a student or researcher interested in exploring the frontiers of data science, or a business leader looking to use data-driven insights for strategic decision-making, ""Data Science: Exploring Future Trends"" offers valuable insights and perspectives to navigate the ever-changing landscape of data science and unlock its full.",219.0,Study Aids,,0,en,http://books.google.com/books?id=LPcJEQAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=164&source=gbs_api,http://books.google.com/books?id=LPcJEQAAQBAJ&dq=data+science&hl=&source=gbs_api,9788197195990.0,8197195994,,,False,data science,http://books.google.com/books/content?id=LPcJEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9MfVAAAAMAAJ,Journal of the Optical Society of America,,Optical Society of America,,1928,Separately paged supplements accompany a few issues.,724.0,Optical instruments,,0,en,http://books.google.com/books?id=9MfVAAAAMAAJ&pg=RA2-PA8&dq=data+science&hl=&cd=165&source=gbs_api,https://play.google.com/store/books/details?id=9MfVAAAAMAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=9MfVAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
CLsAAAAAYAAJ,Proceedings of the American Association for the Advancement of Science,,American Association for the Advancement of Science,,1905,,662.0,,,0,en,http://books.google.com/books?id=CLsAAAAAYAAJ&pg=RA1-PP17&dq=data+science&hl=&cd=166&source=gbs_api,https://play.google.com/store/books/details?id=CLsAAAAAYAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=CLsAAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
xeUz84j1s2AC,The Social Organism and Its Natural Laws,,Henry Rawie,,1926,,336.0,Economics,,0,en,http://books.google.com/books?id=xeUz84j1s2AC&pg=PA295&dq=data+science&hl=&cd=167&source=gbs_api,https://play.google.com/store/books/details?id=xeUz84j1s2AC&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=xeUz84j1s2AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
6qUWAQAAIAAJ,Proceedings of the South Dakota Academy of Science,,South Dakota Academy of Science,,1926,,666.0,,,0,en,http://books.google.com/books?id=6qUWAQAAIAAJ&pg=RA10-PA102&dq=data+science&hl=&cd=168&source=gbs_api,https://play.google.com/store/books/details?id=6qUWAQAAIAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=6qUWAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
MUI_DwAAQBAJ,Data Science and Social Research,"Epistemology, Methods, Technology and Applications","N. Carlo Lauro, Enrica Amaturo, Maria Gabriella Grassia, Biagio Aragona, Marina Marino",Springer,2017-11-17,"This edited volume lays the groundwork for Social Data Science, addressing epistemological issues, methods, technologies, software and applications of data science in the social sciences. It presents data science techniques for the collection, analysis and use of both online and offline new (big) data in social research and related applications. Among others, the individual contributions cover topics like social media, learning analytics, clustering, statistical literacy, recurrence analysis and network analysis. Data science is a multidisciplinary approach based mainly on the methods of statistics and computer science, and its aim is to develop appropriate methodologies for forecasting and decision-making in response to an increasingly complex reality often characterized by large amounts of data (big data) of various types (numeric, ordinal and nominal variables, symbolic data, texts, images, data streams, multi-way data, social networks etc.) and from diverse sources. This book presents selected papers from the international conference on Data Science & Social Research, held in Naples, Italy in February 2016, and will appeal to researchers in the social sciences working in academia as well as in statistical institutes and offices.",292.0,Social Science,,0,en,http://books.google.com/books?id=MUI_DwAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=169&source=gbs_api,https://play.google.com/store/books/details?id=MUI_DwAAQBAJ&source=gbs_api,9783319554778.0,3319554778,169.0,USD,False,data science,http://books.google.com/books/content?id=MUI_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
mVtLAAAAMAAJ,School Science and Mathematics,,,,1917,,906.0,Education,,0,en,http://books.google.com/books?id=mVtLAAAAMAAJ&pg=PA598&dq=data+science&hl=&cd=170&source=gbs_api,https://play.google.com/store/books/details?id=mVtLAAAAMAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=mVtLAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
37aIxoMdTlcC,Contributions to Education,,,,1924,,98.0,Education,,0,en,http://books.google.com/books?id=37aIxoMdTlcC&pg=PA15&dq=data+science&hl=&cd=171&source=gbs_api,https://play.google.com/store/books/details?id=37aIxoMdTlcC&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=37aIxoMdTlcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
oGtHAAAAIAAJ,... Religion,,Gustave Molinari,,1894,,218.0,Christianity,,0,en,http://books.google.com/books?id=oGtHAAAAIAAJ&pg=PA92&dq=data+science&hl=&cd=172&source=gbs_api,https://play.google.com/store/books/details?id=oGtHAAAAIAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=oGtHAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
UZaxzQEACAAJ,Introduction to Data Science and Machine Learning,,Keshav Sud,,2020,,,Big data,,0,en,http://books.google.com/books?id=UZaxzQEACAAJ&dq=data+science&hl=&cd=173&source=gbs_api,http://books.google.com/books?id=UZaxzQEACAAJ&dq=data+science&hl=&source=gbs_api,9781838803711.0,1838803718,,,False,data science,
_UTtcezEbyAC,Canadian Journal of Earth Sciences,,,,1969,,608.0,Geology,,0,en,http://books.google.com/books?id=_UTtcezEbyAC&q=data+science&dq=data+science&hl=&cd=174&source=gbs_api,http://books.google.com/books?id=_UTtcezEbyAC&dq=data+science&hl=&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=_UTtcezEbyAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9Y80AAAAMAAJ,Calendar of the Sparks Manuscripts in Harvard College Library,With an Appendix Showing Other Manuscripts,Justin Winsor,,1886,,330.0,Manuscripts,,0,en,http://books.google.com/books?id=9Y80AAAAMAAJ&pg=PA23&dq=data+science&hl=&cd=175&source=gbs_api,https://play.google.com/store/books/details?id=9Y80AAAAMAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=9Y80AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
_Z2PzgEACAAJ,On the Epistemology of Data Science,Conceptual Tools for a New Inductivism,Wolfgang Pietsch,Springer,2021-12-11,"This book addresses controversies concerning the epistemological foundations of data science: Is it a genuine science? Or is data science merely some inferior practice that can at best contribute to the scientific enterprise, but cannot stand on its own? The author proposes a coherent conceptual framework with which these questions can be rigorously addressed. Readers will discover a defense of inductivism and consideration of the arguments against it: an epistemology of data science more or less by definition has to be inductivist, given that data science starts with the data. As an alternative to enumerative approaches, the author endorses Federica Russo’s recent call for a variational rationale in inductive methodology. Chapters then address some of the key concepts of an inductivist methodology including causation, probability and analogy, before outlining an inductivist framework. The inductivist framework is shown to be adequate and useful for an analysis of the epistemological foundations of data science. The author points out that many aspects of the variational rationale are present in algorithms commonly used in data science. Introductions to algorithms and brief case studies of successful data science such as machine translation are included. Data science is located with reference to several crucial distinctions regarding different kinds of scientific practices, including between exploratory and theory-driven experimentation, and between phenomenological and theoretical science. Computer scientists, philosophers and data scientists of various disciplines will find this philosophical perspective and conceptual framework of great interest, especially as a starting point for further in-depth analysis of algorithms used in data science.",295.0,Philosophy,,0,en,http://books.google.com/books?id=_Z2PzgEACAAJ&dq=data+science&hl=&cd=176&source=gbs_api,http://books.google.com/books?id=_Z2PzgEACAAJ&dq=data+science&hl=&source=gbs_api,9783030864415.0,3030864413,,,False,data science,http://books.google.com/books/content?id=_Z2PzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
-kU5AAAAMAAJ,The American Journal of Psychology,,"Granville Stanley Hall, Edward Bradford Titchener, Karl M. Dallenbach, Madison Bentley, Edwin Garrigues Boring, Margaret Floy Washburn",,1922,,650.0,Psychology,,0,en,http://books.google.com/books?id=-kU5AAAAMAAJ&pg=PA510&dq=data+science&hl=&cd=177&source=gbs_api,https://play.google.com/store/books/details?id=-kU5AAAAMAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=-kU5AAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
uoIvAAAAYAAJ,The Irish Ecclesiastical Record,,,,1905,,610.0,English periodicals,,0,en,http://books.google.com/books?id=uoIvAAAAYAAJ&pg=PA346&dq=data+science&hl=&cd=178&source=gbs_api,https://play.google.com/store/books/details?id=uoIvAAAAYAAJ&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=uoIvAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
T1VJGIUIMHcC,Proceedings of the National Electric Light Association,,National Electric Light Association. Convention,,1890,,312.0,Electric lighting,,0,en,http://books.google.com/books?id=T1VJGIUIMHcC&pg=PA46&dq=data+science&hl=&cd=179&source=gbs_api,https://play.google.com/store/books/details?id=T1VJGIUIMHcC&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=T1VJGIUIMHcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
dA5oEAAAQBAJ,Optimization for Data Analysis,,"Stephen J. Wright, Benjamin Recht",Cambridge University Press,2022-04-21,"Optimization techniques are at the core of data science, including data analysis and machine learning. An understanding of basic optimization techniques and their fundamental properties provides important grounding for students, researchers, and practitioners in these areas. This text covers the fundamentals of optimization algorithms in a compact, self-contained way, focusing on the techniques most relevant to data science. An introductory chapter demonstrates that many standard problems in data science can be formulated as optimization problems. Next, many fundamental methods in optimization are described and analyzed, including: gradient and accelerated gradient methods for unconstrained optimization of smooth (especially convex) functions; the stochastic gradient method, a workhorse algorithm in machine learning; the coordinate descent approach; several key algorithms for constrained optimization problems; algorithms for minimizing nonsmooth functions arising in data science; foundations of the analysis of nonsmooth functions and optimization duality; and the back-propagation approach, relevant to neural networks.",239.0,Mathematics,,0,en,http://books.google.com/books?id=dA5oEAAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=180&source=gbs_api,https://play.google.com/store/books/details?id=dA5oEAAAQBAJ&source=gbs_api,9781009019125.0,1009019120,49.99,USD,True,data science,http://books.google.com/books/content?id=dA5oEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
0ez-8kj4tuMC,University of Colorado Studies,,,,1917,,512.0,,,0,en,http://books.google.com/books?id=0ez-8kj4tuMC&pg=RA1-PA188&dq=data+science&hl=&cd=206&source=gbs_api,https://play.google.com/store/books/details?id=0ez-8kj4tuMC&source=gbs_api,,,,,False,data science,http://books.google.com/books/content?id=0ez-8kj4tuMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
